yearindex,topicindex,year,topic,category,radius,count,countall,color
786,1279,2016,Police,Homeland Security,6,47,190,#f0b8d2
787,1280,2016,Police,Homeland Security,6,47,190,#f0b8d2
788,1281,2016,Police,Homeland Security,6,47,190,#f0b8d2
789,534,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
790,535,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
791,536,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
792,537,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
793,538,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
794,539,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
795,540,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
796,541,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
797,542,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
798,543,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
799,544,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
800,545,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
801,546,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
802,547,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
803,548,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
804,549,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
805,550,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
806,551,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
807,552,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
808,553,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
809,554,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
810,555,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
811,556,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
812,557,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
813,558,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
814,559,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
815,560,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
816,561,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
817,562,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
818,563,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
819,564,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
820,565,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
821,566,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
822,567,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
823,568,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
824,569,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
825,570,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
826,571,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
827,572,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
828,573,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
829,574,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
830,575,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
831,576,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
832,577,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
833,578,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
834,579,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
835,580,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
836,581,2016,Affordable Housing,Housing,6,48,48,#f9d1b9
837,1750,2017,yearblank,yearblank,0,0,0,#ffffff
838,1751,2017,yearblank,yearblank,0,0,99999,#ffffff
839,86,2017,Environment,Environment,6,14,14,#cae490
840,87,2017,Environment,Environment,6,14,14,#cae490
841,88,2017,Environment,Environment,6,14,14,#cae490
842,89,2017,Environment,Environment,6,14,14,#cae490
843,90,2017,Environment,Environment,6,14,14,#cae490
844,91,2017,Environment,Environment,6,14,14,#cae490
845,92,2017,Environment,Environment,6,14,14,#cae490
846,93,2017,Environment,Environment,6,14,14,#cae490
847,94,2017,Environment,Environment,6,14,14,#cae490
848,95,2017,Environment,Environment,6,14,14,#cae490
849,96,2017,Environment,Environment,6,14,14,#cae490
850,97,2017,Environment,Environment,6,14,14,#cae490
851,98,2017,Environment,Environment,6,14,14,#cae490
852,99,2017,Environment,Environment,6,14,14,#cae490
853,1693,2017,Education,Education,6,19,226,#f4e192
854,1694,2017,Education,Education,6,19,226,#f4e192
855,1695,2017,Education,Education,6,19,226,#f4e192
856,1696,2017,Education,Education,6,19,226,#f4e192
857,1697,2017,Education,Education,6,19,226,#f4e192
858,1698,2017,Education,Education,6,19,226,#f4e192
859,1699,2017,Education,Education,6,19,226,#f4e192
860,1700,2017,Education,Education,6,19,226,#f4e192
861,1701,2017,Education,Education,6,19,226,#f4e192
862,1702,2017,Education,Education,6,19,226,#f4e192
863,1703,2017,Education,Education,6,19,226,#f4e192
864,1704,2017,Education,Education,6,19,226,#f4e192
865,1705,2017,Education,Education,6,19,226,#f4e192
866,1706,2017,Education,Education,6,19,226,#f4e192
867,1707,2017,Education,Education,6,19,226,#f4e192
868,1708,2017,Education,Education,6,19,226,#f4e192
869,1709,2017,Education,Education,6,19,226,#f4e192
870,1710,2017,Education,Education,6,19,226,#f4e192
871,1711,2017,Education,Education,6,19,226,#f4e192
872,1488,2017,Election,Election,6,24,194,#d9e793
873,1489,2017,Election,Election,6,24,194,#d9e793
874,1490,2017,Election,Election,6,24,194,#d9e793
875,1491,2017,Election,Election,6,24,194,#d9e793
876,1492,2017,Election,Election,6,24,194,#d9e793
877,1493,2017,Election,Election,6,24,194,#d9e793
878,1494,2017,Election,Election,6,24,194,#d9e793
879,1495,2017,Election,Election,6,24,194,#d9e793
880,1496,2017,Election,Election,6,24,194,#d9e793
881,1497,2017,Election,Election,6,24,194,#d9e793
882,1498,2017,Election,Election,6,24,194,#d9e793
883,1499,2017,Election,Election,6,24,194,#d9e793
884,1500,2017,Election,Election,6,24,194,#d9e793
885,1501,2017,Election,Election,6,24,194,#d9e793
886,1502,2017,Election,Election,6,24,194,#d9e793
887,1503,2017,Election,Election,6,24,194,#d9e793
888,1504,2017,Election,Election,6,24,194,#d9e793
889,1505,2017,Election,Election,6,24,194,#d9e793
890,1506,2017,Election,Election,6,24,194,#d9e793
891,1507,2017,Election,Election,6,24,194,#d9e793
892,1508,2017,Election,Election,6,24,194,#d9e793
893,1509,2017,Election,Election,6,24,194,#d9e793
894,1510,2017,Election,Election,6,24,194,#d9e793
895,1511,2017,Election,Election,6,24,194,#d9e793
896,880,2017,Homelessness,Housing,6,33,79,#9ad699
897,881,2017,Homelessness,Housing,6,33,79,#9ad699
898,882,2017,Homelessness,Housing,6,33,79,#9ad699
899,883,2017,Homelessness,Housing,6,33,79,#9ad699
900,884,2017,Homelessness,Housing,6,33,79,#9ad699
901,885,2017,Homelessness,Housing,6,33,79,#9ad699
902,886,2017,Homelessness,Housing,6,33,79,#9ad699
903,887,2017,Homelessness,Housing,6,33,79,#9ad699
904,888,2017,Homelessness,Housing,6,33,79,#9ad699
905,889,2017,Homelessness,Housing,6,33,79,#9ad699
906,890,2017,Homelessness,Housing,6,33,79,#9ad699
907,891,2017,Homelessness,Housing,6,33,79,#9ad699
908,892,2017,Homelessness,Housing,6,33,79,#9ad699
909,893,2017,Homelessness,Housing,6,33,79,#9ad699
910,894,2017,Homelessness,Housing,6,33,79,#9ad699
911,895,2017,Homelessness,Housing,6,33,79,#9ad699
912,896,2017,Homelessness,Housing,6,33,79,#9ad699
913,897,2017,Homelessness,Housing,6,33,79,#9ad699
914,898,2017,Homelessness,Housing,6,33,79,#9ad699
915,899,2017,Homelessness,Housing,6,33,79,#9ad699
916,900,2017,Homelessness,Housing,6,33,79,#9ad699
917,901,2017,Homelessness,Housing,6,33,79,#9ad699
918,902,2017,Homelessness,Housing,6,33,79,#9ad699
919,903,2017,Homelessness,Housing,6,33,79,#9ad699
920,904,2017,Homelessness,Housing,6,33,79,#9ad699
921,905,2017,Homelessness,Housing,6,33,79,#9ad699
922,906,2017,Homelessness,Housing,6,33,79,#9ad699
923,907,2017,Homelessness,Housing,6,33,79,#9ad699
924,908,2017,Homelessness,Housing,6,33,79,#9ad699
925,909,2017,Homelessness,Housing,6,33,79,#9ad699
926,910,2017,Homelessness,Housing,6,33,79,#9ad699
927,911,2017,Homelessness,Housing,6,33,79,#9ad699
928,912,2017,Homelessness,Housing,6,33,79,#9ad699
929,211,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
930,212,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
931,213,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
932,214,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
933,215,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
934,216,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
935,217,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
936,218,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
937,219,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
938,220,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
939,221,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
940,222,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
941,223,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
942,224,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
943,225,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
944,226,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
945,227,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
946,228,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
947,229,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
948,230,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
949,231,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
950,232,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
951,233,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
952,234,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
953,235,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
954,236,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
955,237,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
956,238,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
957,239,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
958,240,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
959,241,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
960,242,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
961,243,2017,Rikers Spying Investigation,Homeland Security,6,33,33,#d9ddaf
962,1029,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
963,1030,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
964,1031,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
965,1032,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
966,1033,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
967,1034,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
968,1035,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
969,1036,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
970,1037,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
971,1038,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
972,1039,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
973,1040,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
974,1041,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
975,1042,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
976,1043,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
977,1044,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
978,1045,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
979,1046,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
980,1047,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
981,1048,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
982,1049,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
983,1050,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
984,1051,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
985,1052,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
986,1053,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
987,1054,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
988,1055,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
989,1056,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
990,1057,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
991,1058,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
992,1059,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
993,1060,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
994,1061,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
995,1062,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
996,1063,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
997,1064,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
998,1065,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
999,1066,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1000,1067,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1001,1068,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1002,1069,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1003,1070,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1004,1071,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1005,1072,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1006,1073,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1007,1074,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1008,1075,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1009,1076,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1010,1077,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1011,1078,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1012,1079,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1013,1080,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1014,1081,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1015,1082,2017,NYC Transit,Transportation,6,54,117,#cbd5e4
1016,1752,2018,yearblank,yearblank,0,0,0,#ffffff
1017,1753,2018,yearblank,yearblank,0,0,99999,#ffffff
1018,34,2018,Google,Business,6,6,6,#acdb98
1019,35,2018,Google,Business,6,6,6,#acdb98
1020,36,2018,Google,Business,6,6,6,#acdb98
1021,37,2018,Google,Business,6,6,6,#acdb98
1022,38,2018,Google,Business,6,6,6,#acdb98
1023,39,2018,Google,Business,6,6,6,#acdb98
1024,104,2018,City Council ,Election,6,16,16,#fec0ad
1025,105,2018,City Council ,Election,6,16,16,#fec0ad
1026,106,2018,City Council ,Election,6,16,16,#fec0ad
1027,107,2018,City Council ,Election,6,16,16,#fec0ad
1028,108,2018,City Council ,Election,6,16,16,#fec0ad
1029,109,2018,City Council ,Election,6,16,16,#fec0ad
1030,110,2018,City Council ,Election,6,16,16,#fec0ad
1031,111,2018,City Council ,Election,6,16,16,#fec0ad
1032,112,2018,City Council ,Election,6,16,16,#fec0ad
1033,113,2018,City Council ,Election,6,16,16,#fec0ad
1034,114,2018,City Council ,Election,6,16,16,#fec0ad
1035,115,2018,City Council ,Election,6,16,16,#fec0ad
1036,116,2018,City Council ,Election,6,16,16,#fec0ad
1037,117,2018,City Council ,Election,6,16,16,#fec0ad
1038,118,2018,City Council ,Election,6,16,16,#fec0ad
1039,119,2018,City Council ,Election,6,16,16,#fec0ad
1040,1712,2018,Education,Education,6,30,226,#f4e192
1041,1713,2018,Education,Education,6,30,226,#f4e192
1042,1714,2018,Education,Education,6,30,226,#f4e192
1043,1715,2018,Education,Education,6,30,226,#f4e192
1044,1716,2018,Education,Education,6,30,226,#f4e192
1045,1717,2018,Education,Education,6,30,226,#f4e192
1046,1718,2018,Education,Education,6,30,226,#f4e192
1047,1719,2018,Education,Education,6,30,226,#f4e192
1048,1720,2018,Education,Education,6,30,226,#f4e192
1049,1721,2018,Education,Education,6,30,226,#f4e192
1050,1722,2018,Education,Education,6,30,226,#f4e192
1051,1723,2018,Education,Education,6,30,226,#f4e192
1052,1724,2018,Education,Education,6,30,226,#f4e192
1053,1725,2018,Education,Education,6,30,226,#f4e192
1054,1726,2018,Education,Education,6,30,226,#f4e192
1055,1727,2018,Education,Education,6,30,226,#f4e192
1056,1728,2018,Education,Education,6,30,226,#f4e192
1057,1729,2018,Education,Education,6,30,226,#f4e192
1058,1730,2018,Education,Education,6,30,226,#f4e192
1059,1731,2018,Education,Education,6,30,226,#f4e192
1060,1732,2018,Education,Education,6,30,226,#f4e192
1061,1733,2018,Education,Education,6,30,226,#f4e192
1062,1734,2018,Education,Education,6,30,226,#f4e192
1063,1735,2018,Education,Education,6,30,226,#f4e192
1064,1736,2018,Education,Education,6,30,226,#f4e192
1065,1737,2018,Education,Education,6,30,226,#f4e192
1066,1738,2018,Education,Education,6,30,226,#f4e192
1067,1739,2018,Education,Education,6,30,226,#f4e192
1068,1740,2018,Education,Education,6,30,226,#f4e192
1069,1741,2018,Education,Education,6,30,226,#f4e192
1070,916,2018,Amazon,Business,6,32,85,#f5cbc1
1071,917,2018,Amazon,Business,6,32,85,#f5cbc1
1072,918,2018,Amazon,Business,6,32,85,#f5cbc1
1073,919,2018,Amazon,Business,6,32,85,#f5cbc1
1074,920,2018,Amazon,Business,6,32,85,#f5cbc1
1075,921,2018,Amazon,Business,6,32,85,#f5cbc1
1076,922,2018,Amazon,Business,6,32,85,#f5cbc1
1077,923,2018,Amazon,Business,6,32,85,#f5cbc1
1078,924,2018,Amazon,Business,6,32,85,#f5cbc1
1079,925,2018,Amazon,Business,6,32,85,#f5cbc1
1080,926,2018,Amazon,Business,6,32,85,#f5cbc1
1081,927,2018,Amazon,Business,6,32,85,#f5cbc1
1082,928,2018,Amazon,Business,6,32,85,#f5cbc1
1083,929,2018,Amazon,Business,6,32,85,#f5cbc1
1084,930,2018,Amazon,Business,6,32,85,#f5cbc1
1085,931,2018,Amazon,Business,6,32,85,#f5cbc1
1086,932,2018,Amazon,Business,6,32,85,#f5cbc1
1087,933,2018,Amazon,Business,6,32,85,#f5cbc1
1088,934,2018,Amazon,Business,6,32,85,#f5cbc1
1089,935,2018,Amazon,Business,6,32,85,#f5cbc1
1090,936,2018,Amazon,Business,6,32,85,#f5cbc1
1091,937,2018,Amazon,Business,6,32,85,#f5cbc1
1092,938,2018,Amazon,Business,6,32,85,#f5cbc1
1093,939,2018,Amazon,Business,6,32,85,#f5cbc1
1094,940,2018,Amazon,Business,6,32,85,#f5cbc1
1095,941,2018,Amazon,Business,6,32,85,#f5cbc1
1096,942,2018,Amazon,Business,6,32,85,#f5cbc1
1097,943,2018,Amazon,Business,6,32,85,#f5cbc1
1098,944,2018,Amazon,Business,6,32,85,#f5cbc1
1099,945,2018,Amazon,Business,6,32,85,#f5cbc1
1100,946,2018,Amazon,Business,6,32,85,#f5cbc1
1101,947,2018,Amazon,Business,6,32,85,#f5cbc1
1102,1282,2018,Police,Homeland Security,6,33,190,#f0b8d2
1103,1283,2018,Police,Homeland Security,6,33,190,#f0b8d2
1104,1284,2018,Police,Homeland Security,6,33,190,#f0b8d2
1105,1285,2018,Police,Homeland Security,6,33,190,#f0b8d2
1106,1286,2018,Police,Homeland Security,6,33,190,#f0b8d2
1107,1287,2018,Police,Homeland Security,6,33,190,#f0b8d2
1108,1288,2018,Police,Homeland Security,6,33,190,#f0b8d2
1109,1289,2018,Police,Homeland Security,6,33,190,#f0b8d2
1110,1290,2018,Police,Homeland Security,6,33,190,#f0b8d2
1111,1291,2018,Police,Homeland Security,6,33,190,#f0b8d2
1112,1292,2018,Police,Homeland Security,6,33,190,#f0b8d2
1113,1293,2018,Police,Homeland Security,6,33,190,#f0b8d2
1114,1294,2018,Police,Homeland Security,6,33,190,#f0b8d2
1115,1295,2018,Police,Homeland Security,6,33,190,#f0b8d2
1116,1296,2018,Police,Homeland Security,6,33,190,#f0b8d2
1117,1297,2018,Police,Homeland Security,6,33,190,#f0b8d2
1118,1298,2018,Police,Homeland Security,6,33,190,#f0b8d2
1119,1299,2018,Police,Homeland Security,6,33,190,#f0b8d2
1120,1300,2018,Police,Homeland Security,6,33,190,#f0b8d2
1121,1301,2018,Police,Homeland Security,6,33,190,#f0b8d2
1122,1302,2018,Police,Homeland Security,6,33,190,#f0b8d2
1123,1303,2018,Police,Homeland Security,6,33,190,#f0b8d2
1124,1304,2018,Police,Homeland Security,6,33,190,#f0b8d2
1125,1305,2018,Police,Homeland Security,6,33,190,#f0b8d2
1126,1306,2018,Police,Homeland Security,6,33,190,#f0b8d2
1127,1307,2018,Police,Homeland Security,6,33,190,#f0b8d2
1128,1308,2018,Police,Homeland Security,6,33,190,#f0b8d2
1129,1309,2018,Police,Homeland Security,6,33,190,#f0b8d2
1130,1310,2018,Police,Homeland Security,6,33,190,#f0b8d2
1131,1311,2018,Police,Homeland Security,6,33,190,#f0b8d2
1132,1312,2018,Police,Homeland Security,6,33,190,#f0b8d2
1133,1313,2018,Police,Homeland Security,6,33,190,#f0b8d2
1134,1314,2018,Police,Homeland Security,6,33,190,#f0b8d2
1135,1083,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1136,1084,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1137,1085,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1138,1086,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1139,1087,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1140,1088,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1141,1089,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1142,1090,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1143,1091,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1144,1092,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1145,1093,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1146,1094,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1147,1095,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1148,1096,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1149,1097,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1150,1098,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1151,1099,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1152,1100,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1153,1101,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1154,1102,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1155,1103,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1156,1104,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1157,1105,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1158,1106,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1159,1107,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1160,1108,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1161,1109,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1162,1110,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1163,1111,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1164,1112,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1165,1113,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1166,1114,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1167,1115,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1168,1116,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1169,1117,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1170,1118,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1171,1119,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1172,1120,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1173,1121,2018,NYC Transit,Transportation,6,39,117,#cbd5e4
1174,293,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1175,294,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1176,295,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1177,296,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1178,297,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1179,298,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1180,299,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1181,300,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1182,301,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1183,302,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1184,303,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1185,304,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1186,305,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1187,306,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1188,307,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1189,308,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1190,309,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1191,310,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1192,311,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1193,312,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1194,313,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1195,314,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1196,315,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1197,316,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1198,317,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1199,318,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1200,319,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1201,320,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1202,321,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1203,322,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1204,323,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1205,324,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1206,325,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1207,326,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1208,327,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1209,328,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1210,329,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1211,330,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1212,331,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1213,332,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1214,333,2018,Ridesharing,Transportation,6,41,41,#ffa78c
1215,386,2018,Marijuana,Homeland Security,6,43,43,#71d4d5
1216,387,2018,Marijuana,Homeland Security,6,43,43,#71d4d5
1217,388,2018,Marijuana,Homeland Security,6,43,43,#71d4d5
1218,389,2018,Marijuana,Homeland Security,6,43,43,#71d4d5
1219,390,2018,Marijuana,Homeland Security,6,43,43,#71d4d5
1220,391,2018,Marijuana,Homeland Security,6,43,43,#71d4d5
1221,392,2018,Marijuana,Homeland Security,6,43,43,#71d4d5
1222,393,2018,Marijuana,Homeland Security,6,43,43,#71d4d5
1223,394,2018,Marijuana,Homeland Security,6,43,43,#71d4d5
1224,395,2018,Marijuana,Homeland Security,6,43,43,#71d4d5
